date,block,wnvpresent,month,depart,dewpoint,wetbulb,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,br,dz,fg,hz,ra,ts,vcts,deg_days,br10,dz10,species_rank,trap_rank
2007-05-29,79,0,5,10.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,1,0,0,1,0,0,0,9,1.0,0.0,3.0,1.0
2007-05-29,89,0,5,10.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,1,0,0,1,0,0,0,9,1.0,0.0,3.0,2.0
2007-05-29,53,0,5,10.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,1,0,0,1,0,0,0,9,1.0,0.0,2.0,1.0
2007-05-29,53,0,5,10.0,58,65.0,0.0,29.39,30.11,5.8,18,6.5,1,0,0,1,0,0,0,9,1.0,0.0,3.0,1.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,1.0,2.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,2.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,14,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,15,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,15,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,15,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,1.0,1.0
2007-06-05,15,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,15,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,17,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,2.0
2007-06-05,18,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,21,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,21,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,21,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,22,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,22,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,22,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,1.0,1.0
2007-06-05,22,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,22,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,25,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,25,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,28,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,35,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,3.0
2007-06-05,35,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,3.0
2007-06-05,36,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,37,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,37,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,38,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,40,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,40,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,41,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,1.0,3.0
2007-06-05,41,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,3.0
2007-06-05,41,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,3.0
2007-06-05,42,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,42,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,42,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,1.0,3.0
2007-06-05,42,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,3.0
2007-06-05,42,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,3.0
2007-06-05,45,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,49,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,50,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,2.0
2007-06-05,53,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,53,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,58,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,65,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,65,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,70,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,2.0
2007-06-05,70,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,72,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,79,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,79,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,89,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,91,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-05,93,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,1.0
2007-06-05,43,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,10,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,1.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,2.0,2.0
2007-06-05,11,0,6,-9.0,48,51.0,0.42,29.1,29.79,5.2,5,7.6,1,0,0,0,1,0,0,-9,1.0,0.0,3.0,2.0
2007-06-26,10,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,1.0,1.0
2007-06-26,10,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,14,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,14,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,15,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,15,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,18,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,18,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,21,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,21,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,21,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,22,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,22,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-26,22,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,25,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,25,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,25,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,27,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,28,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,30,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,35,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,3.0
2007-06-26,35,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,3.0
2007-06-26,36,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,36,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-26,38,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,40,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,40,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,41,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,3.0
2007-06-26,41,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,3.0
2007-06-26,42,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,42,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,1.0,3.0
2007-06-26,42,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,3.0
2007-06-26,42,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,3.0
2007-06-26,45,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,46,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-26,49,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,53,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,53,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,58,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,58,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-26,60,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,60,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,61,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,62,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,62,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,65,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,65,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,68,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,70,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,3.0
2007-06-26,70,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,70,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-26,72,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,72,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,75,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,75,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,79,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,96,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,96,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,43,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,53,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,1.0
2007-06-26,53,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,1.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,1.0,2.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,2.0,2.0
2007-06-26,11,0,6,10.0,69,72.0,0.16,29.39,30.11,6.1,22,7.1,1,0,0,1,1,1,1,16,1.0,0.0,3.0,2.0
2007-06-29,10,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,2.0,2.0
2007-06-29,10,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,3.0,2.0
2007-06-29,10,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,1.0,1.0
2007-06-29,10,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,2.0,1.0
2007-06-29,11,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,2.0,1.0
2007-06-29,11,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,2.0,1.0
2007-06-29,12,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,3.0,1.0
2007-06-29,15,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,3.0,1.0
2007-06-29,18,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,3.0,1.0
2007-06-29,20,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,1.0,0.0,2.0,1.0
2007-06-29,20,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,22,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,2.0,2.0
2007-06-29,22,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,1.0,2.0
2007-06-29,22,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,2.0
2007-06-29,22,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,25,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,30,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,2.0,1.0
2007-06-29,30,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,33,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,2.0,1.0
2007-06-29,35,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,3.0
2007-06-29,37,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,40,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,3.0,1.0
2007-06-29,41,0,6,-8.0,55,59.0,0.0,29.41,30.13,7.6,2,8.3,0,0,0,0,0,0,0,-2,0.0,0.0,2.0,3.0
