date,wnvpresent
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-26,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-06-29,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-02,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-11,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,1
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-18,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-19,0
2007-07-25,0
2007-07-25,0
2007-07-25,0
2007-07-25,0
2007-07-25,0
2007-07-25,0
2007-07-25,1
2007-07-25,0
2007-07-25,1
2007-07-25,0
2007-07-25,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-07-27,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-01,1
2007-08-01,0
2007-08-01,0
2007-08-01,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,1
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,1
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,1
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-02,0
2007-08-03,0
2007-08-03,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,1
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,1
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-07,0
2007-08-08,0
2007-08-08,0
2007-08-08,1
2007-08-08,0
2007-08-08,0
2007-08-08,0
2007-08-08,0
2007-08-08,1
2007-08-08,0
2007-08-08,0
2007-08-08,0
2007-08-08,1
2007-08-08,0
2007-08-08,1
2007-08-08,0
2007-08-08,1
2007-08-08,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,1
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-09,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,1
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-15,0
2007-08-16,0
2007-08-16,1
2007-08-16,0
2007-08-16,0
2007-08-16,1
2007-08-16,0
2007-08-16,1
2007-08-16,0
2007-08-16,1
2007-08-17,0
2007-08-17,0
2007-08-17,0
2007-08-17,1
2007-08-17,0
2007-08-17,0
2007-08-17,1
2007-08-17,0
2007-08-17,1
2007-08-17,0
2007-08-17,1
2007-08-17,0
2007-08-17,0
2007-08-17,0
2007-08-17,0
2007-08-17,1
2007-08-17,0
2007-08-17,0
2007-08-17,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,1
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,1
2007-08-21,1
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,0
2007-08-21,1
2007-08-21,0
